micro_name,micro_tid,drug_name,pubchem_id,smile,Pubmed
Cronobacter sakazakii,28141,Lactulose,11333,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,PMID: 26569070
Enterococcus casseliflavus,37734,Lactulose,11333,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,PMID: 26569070
Bacteroides,816,Levamisole,26879,C1CSC2=NC(CN21)C3=CC=CC=C3,PMID: 26569070
Clostridium sp.,1506,Levamisole,26879,C1CSC2=NC(CN21)C3=CC=CC=C3,PMID: 26569070
Clostridia,186801,Metamfetamine,10836,CC(CC1=CC=CC=C1)NC,PMID: 26569070
Enterococcus,1350,Metamfetamine,10836,CC(CC1=CC=CC=C1)NC,PMID: 26569070
Lactobacillus,1578,Metamfetamine,10836,CC(CC1=CC=CC=C1)NC,PMID: 26569070
Unidentified anaerobic bacterium,29565,Omeprazole,4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,PMID: 26569070
Enterococcus casseliflavus,37734,Quercetin-3-glucoside,5280804,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,PMID: 26569070
Eubacterium ramulus,39490,Quercetin-3-glucoside,5280804,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,PMID: 26569070
Eggerthella lenta,84112,Digoxin,2724385,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,PMID: 26569070
Bacteroides fragilis,817,Sorivudine,5282192,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr,PMID: 26569070; PMID: 27591027
Bacteroides thetaiotaomicron,818,Sorivudine,5282192,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr,PMID: 26569070; PMID: 27591027
Bacteroides uniformis,820,Sorivudine,5282192,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr,PMID: 26569070; PMID: 27591027
Bacteroides vulgatus,821,Sorivudine,5282192,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr,PMID: 26569070; PMID: 27591027
Bacteroides eggerthii,28111,Sorivudine,5282192,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr,PMID: 26569070; PMID: 27591027
Firmicutes,1239,Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,PMID: 24264990; PMID: 26972811
Enterococcus faecium,1352,Daidzin,107971,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,PMID: 26972811
Bifidobacterium sp.,41200,Daidzin,107971,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,PMID: 26972811
Lactobacillus mucosae,97478,Daidzin,107971,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,PMID: 26972811
Eggerthella sp.,1929886,Daidzin,107971,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,PMID: 26972811
Gordonibacter,644652,Ellagic acid,5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,PMID: 26972811
Campylobacter,194,Isoaminile,6481,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1,PMID: 26972811
Escherichia,561,Isoaminile,6481,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1,PMID: 26972811
Enterococcus,1350,Isoaminile,6481,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1,PMID: 26972811
Clostridium,1485,Isoaminile,6481,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1,PMID: 26972811
Corynebacterium,1716,Isoaminile,6481,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1,PMID: 26972811
Firmicutes,1239,Lignans,443013,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,PMID: 26972811
Bacteroidetes,976,Lignans,443013,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,PMID: 26972811
Actinobacteria,1760,Lignans,443013,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,PMID: 26972811
Raoultella terrigena,577,Phenoxyethanol,31236,C1=CC=C(C=C1)OCCO,PMID: 26972811
Clostridiales bacterium,1898207,Saccharin,5143,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,PMID: 26972811
Enterococcus faecalis,1351,Sulfasalazine,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,PMID: 26972811
Lactobacillus sp.,1591,Sulfasalazine,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,PMID: 26972811
Bacteroides sp.,29523,Sulfasalazine,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,PMID: 26972811
Faecalibacterium prausnitzii,853,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 26972811
Clostridiales bacterium,1898207,Xylitol,6912,C(C(C(C(CO)O)O)O)O,PMID: 26972811
Bacteroidales,171549,Carboxymethylcellulose,24748,CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,PMID: 26972811
Enterococcus faecalis,1351,Secoisolariciresinol,65373,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O,PMID: 26972811
Eubacterium limosum,1736,Secoisolariciresinol,65373,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O,PMID: 26972811
Blautia producta,33035,Secoisolariciresinol,65373,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O,PMID: 26972811
Eggerthella lenta,84112,Secoisolariciresinol,65373,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O,PMID: 26972811
Lactonifactor longoviformis,341220,Secoisolariciresinol,65373,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O,PMID: 26972811
Bacteroides,816,Saccharin,5143,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,PMID: 26972811
Firmicutes,1239,Tempol,137994,CC1(CC(CC(N1[O])(C)C)O)C,PMID: 26972811
Bacteroides,816,Xylitol,6912,C(C(C(C(CO)O)O)O)O,PMID: 26972811
Lactobacillus,1578,Amoxicillin,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,PMID: 26972811
Clostridioides difficile,1496,Amoxicillin,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,PMID: 26972811
Candida albicans,5476,Amoxicillin,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,PMID: 26972811
Candida albicans,5476,Cefoperazone,44187,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,PMID: 26972811
Lactobacillus,1578,Cephalosporins,65536,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CCCC(C(=O)O)N)SC1)C(=O)O,PMID: 26972811
Bifidobacterium,1678,Cephalosporins,65536,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CCCC(C(=O)O)N)SC1)C(=O)O,PMID: 26972811
Candida albicans,5476,Cephalosporins,65536,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CCCC(C(=O)O)N)SC1)C(=O)O,PMID: 26972811
Lactobacillus,1578,Kanamycin,6032,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N,PMID: 26972811
Bifidobacterium sp.,41200,Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],PMID: 26972811
Gram-negative bacterium B1G-1A,170689,Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],PMID: 26972811
Gram-negative bacterium B1G-1A,170689,Neomycin,8378,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,PMID: 26972811
Salmonella enterica subsp. enterica serovar Typhimurium,90371,Streptomycin,19649,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,PMID: 26972811
Gram-negative bacterium B1G-1A,170689,Vancomycin,14969,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,PMID: 26972811
Unidentified anaerobic bacterium,29565,Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],PMID: 27485182; PMID: 430360
Clostridium perfringens,1502,Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],PMID: 27485182; PMID: 430360
Bacteroides,816,Lactulose,11333,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,PMID: 27485182
Lactobacillus,1578,Lactulose,11333,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,PMID: 27485182
Escherichia coli,562,Lactulose,11333,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,PMID: 27485182
Bacteroidetes,976,Levamisole,26879,C1CSC2=NC(CN21)C3=CC=CC=C3,PMID: 27485182
Escherichia coli ATCC 25922,1322345,Nabumetone,4409,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,PMID: 27485182
Bacteroides sp.,29523,Sorivudine,5282192,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr,PMID: 27485182
Mycoplasma hyorhinis,2100,Trifluridine,6256,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,PMID: 28270698
Lactobacillus,1578,Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,PMID: 28270698
Pseudomonas aeruginosa,287,Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,PMID: 28270698
Enterococcus hirae,1354,Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,PMID: 28270698
Barnesiella intestinihominis,487174,Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,PMID: 28270698
Lactobacillus murinus,1622,Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,PMID: 28270698
Lactobacillus johnsonii,33959,Cyclophosphamide,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,PMID: 28270698
Enterococcus hirae,1354,Doxorubicin,31703,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,PMID: 28270698
Lactobacillus murinus,1622,Doxorubicin,31703,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,PMID: 28270698
Lactobacillus johnsonii,33959,Doxorubicin,31703,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,PMID: 28270698
Mycoplasma,2093,Gemcitabine,60750,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,PMID: 28270698
Streptococcus thermophilus,1308,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 28270698
Clostridioides difficile,1496,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 28270698
Lactobacillus acidophilus,1579,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 28270698
Lactobacillus plantarum,1590,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 28270698
Lactobacillus paracasei,1597,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 28270698
Bifidobacterium breve,1685,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 28270698
Bifidobacterium longum,216816,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 28270698
Lactobacillus delbrueckii subsp. bulgaricus,1585,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 28270698
Bifidobacterium longum subsp. infantis,1682,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 28270698
Bacteroides thetaiotaomicron,818,Brivudine,446727,C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)CO)O,PMID: 30733391
Bacteroides ovatus,28116,Brivudine,446727,C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)CO)O,PMID: 30733391
Bacteroides ovatus,28116,Sorivudine,5282192,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr,PMID: 30733391
Streptococcus pyogenes,1314,Sulfanilamide,5333,C1=CC(=CC=C1N)S(=O)(=O)N,"PMID: 4405598; Peppercorn and Goldman,1976; PMID: 25926432"
Lactococcus garvieae,1363,Daidzein,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,PMID: 25926432
Adlercreutzia equolifaciens,446660,Daidzein,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,PMID: 25926432
Slackia equolifaciens,498718,Daidzein,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,PMID: 25926432
Slackia isoflavoniconvertens,572010,Daidzein,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,PMID: 25926432
Lactococcus garvieae,1363,Genistein,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,PMID: 25926432
Adlercreutzia equolifaciens,446660,Genistein,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,PMID: 25926432
Slackia equolifaciens,498718,Genistein,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,PMID: 25926432
Slackia isoflavoniconvertens,572010,Genistein,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,PMID: 25926432
Ruminococcus sp.,41978,Ginsenoside Rb1,9898279,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,PMID: 25926432
Oscillibacter sp.,1945593,Ginsenoside Rb1,9898279,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,PMID: 25926432
Sutterella sp.,1981025,Ginsenoside Rb1,9898279,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,PMID: 25926432
Holdemania sp.,2049029,Ginsenoside Rb1,9898279,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,PMID: 25926432
Unidentified anaerobic bacterium,29565,Fostamatinib,11671467,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C,PMID: 26261284; PMID: 20371637
Desulfovibrio desulfuricans,876,Arsenic,5359596,[As],PMID: 26261284
Firmicutes,1239,Butyric Acid,264,CCCC(=O)O,PMID: 26261284
Faecalibacterium prausnitzii,853,Butyric Acid,264,CCCC(=O)O,PMID: 26261284
Escherichia coli,562,Curcumin,969516,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,PMID: 26261284
Helicobacter pylori,210,Levodopa,6047,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,PMID: 26261284
Escherichia coli,562,Nitrobenzodiazepine,25022001,C1=CC=C2C(=C1)C=CC(=NN2)[N+](=O)[O-],PMID: 26261284
Unidentified anaerobic bacterium,29565,Daidzein,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,PMID: 26569070
Escherichia coli,562,Diclofenac,3033,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,PMID: 27591027; PMID: 24780296; PMID: 22328575
Unidentified anaerobic bacterium,29565,Digoxin,2724385,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,PMID: 6836275; PMID: 24637603; PMID: 27591027; PMID: 1500644; PMID: 2759492
Clostridioides difficile,1496,Digoxin,2724385,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,PMID: 6836275; PMID: 24637603; PMID: 27591027; PMID: 1500644; PMID: 2759492
Clostridium sporogenes,1509,Zonisamide,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,PMID: 27591027; PMID: 9231340; PMID: 1615700
Escherichia coli,562,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 16437251; PMID: 26364932; PMID: 9744772; PMID: 11344150; PMID: 27591027
Bacteroides fragilis,817,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 16437251; PMID: 26364932; PMID: 9744772; PMID: 11344150; PMID: 27591027
Streptococcus agalactiae,1311,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 16437251; PMID: 26364932; PMID: 9744772; PMID: 11344150; PMID: 27591027
Clostridium perfringens,1502,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 16437251; PMID: 26364932; PMID: 9744772; PMID: 11344150; PMID: 27591027
Clostridia,186801,Choline,305,C[N+](C)(C)CCO,PMID: 27782392
Bifidobacterium,1678,Lactulose,11333,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,PMID: 27782392
Clostridia,186801,Sodium cyclamate,23665706,C1CCC(CC1)NS(=O)(=O)[O-].[Na+],PMID: 27782392
Enterococcus,1350,Sodium cyclamate,23665706,C1CCC(CC1)NS(=O)(=O)[O-].[Na+],PMID: 27782392
Lactobacillus,1578,Tempol,137994,CC1(CC(CC(N1[O])(C)C)O)C,PMID: 27782392
Mycoplasma,2093,Trifluridine,6256,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,PMID: 28270698
Escherichia coli,562,Fludarabine,657237,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,PMID: 28642381
Escherichia coli,562,Gemcitabine,60750,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,PMID: 28642381
Lactobacillus brevis,1580,Levodopa,6047,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,PMID: 28642381
Klebsiella,570,Phenoxyethanol,31236,C1=CC=C(C=C1)OCCO,PMID: 28642381
Escherichia coli,562,Acarbose,41774,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO,PMID: 28973971
Coriobacteriaceae,84107,Miglitol,441314,C1C(C(C(C(N1CCO)CO)O)O)O,PMID: 28973971
Erysipelotrichaceae,128827,Miglitol,441314,C1C(C(C(C(N1CCO)CO)O)O)O,PMID: 28973971
Proteobacteria,1224,Pioglitazone,4829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,PMID: 28973971
Bacteroides,816,Sorivudine,5282192,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr,PMID: 30227749
Escherichia coli Nissle 1917,316435,Amiodarone,2157,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,PMID: 30227749
Clostridium sp.,1506,Balsalazide,54585,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,PMID: 30227749
Bacteroides vulgatus,821,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 30227749
Erysipelatoclostridium ramosum,1547,Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PMID: 30227749
Clostridium,1485,Lactulose,11333,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,PMID: 30227749
Clostridium sp.,1506,Olsalazine,22419,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O,PMID: 30227749
Lactobacillus,1578,Simvastatin,54454,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 30227749
Clostridium sp.,1506,Sulfasalazine,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,PMID: 30227749
Pseudomonas fluorescens,294,Zonisamide,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,PMID: 30227749
Escherichia coli,562,Zonisamide,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,PMID: 30227749
Bacteroides vulgatus,821,Zonisamide,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,PMID: 30227749
Enterococcus faecalis,1351,Zonisamide,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,PMID: 30227749
Bifidobacterium bifidum,1681,Zonisamide,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,PMID: 30227749
Lactobacillus rhamnosus,47715,Zonisamide,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,PMID: 30227749
